,strategy,gov_policy,max_contacts,effective_r,base_r,manual_traces,app_traces,test_needed,persondays_quarantined,secondary_infections,secondary_infections_social,secondary_infections_isolating,secondary_infections_contact
136,S2,test_based_TTI,18,1.7702078233104248,3.9072769953051645,180.63600000000002,27.192,89.41199999999999,2900.544,79.89599999999999,10.248000000000001,27.645564483649544,5.805225945298844
137,S2,test_based_TTI,18,1.638383691452057,4.06294964028777,184.476,33.36,89.568,2981.304,81.324,10.536,32.032740509344436,5.9613715225511585
138,S2,test_based_TTI,20,1.7083759816654192,4.061127596439169,180.528,30.131999999999998,89.22,2892.7200000000003,82.116,10.704,30.994052777815902,5.874584872909291
139,S2,test_based_TTI,20,1.7648545917816467,3.949822904368359,179.424,23.28,89.47200000000001,2883.0,80.292,10.764,27.681890231573092,5.970145626689572
140,S2,test_based_TTI_test_contacts,2,1.2822143700729172,3.8797289666854886,161.724,24.468,218.55599999999998,1106.328,82.452,25.439999999999998,24.56693717450331,5.195443032707086
141,S2,test_based_TTI_test_contacts,2,1.359407503844154,3.7677811550151974,123.60000000000001,18.012,187.02,1005.912,74.376,23.688,20.049060832173474,3.804235041942933
142,S2,test_based_TTI_test_contacts,4,1.4415893334401524,3.7992788461538463,156.408,27.276,214.92,1080.768,75.864,18.996,23.17077364664412,4.911570543222902
143,S2,test_based_TTI_test_contacts,4,1.3964208052884284,3.8773923444976077,138.56400000000002,23.448,200.34,1044.288,77.79599999999999,20.148,24.91440881735965,4.71580414533329
144,S2,test_based_TTI_test_contacts,6,1.639898957773928,3.9441340782122905,168.732,30.588,223.752,1086.144,76.24799999999999,14.411999999999999,24.789207013349287,5.34426633496512
145,S2,test_based_TTI_test_contacts,6,1.5371589474286567,3.7539332913782255,135.576,21.204,197.424,1031.4479999999999,71.58,14.472,23.85670176126031,3.940751429170057
146,S2,test_based_TTI_test_contacts,8,1.573395065503947,3.92018779342723,166.33200000000002,25.308,223.164,1119.9119999999998,80.16000000000001,15.864,26.999036945616133,5.124180754959139
147,S2,test_based_TTI_test_contacts,8,1.6348661501611252,3.9064615384615387,159.28799999999998,19.560000000000002,216.192,1090.776,76.176,14.316,25.133645775781087,4.846464296076938
148,S2,test_based_TTI_test_contacts,10,1.5729821153745027,3.9575971731448765,181.392,28.452,234.708,1161.312,80.64,14.856,27.4484621709175,6.2844542462116015
149,S2,test_based_TTI_test_contacts,10,1.64038524608038,3.97640306122449,166.12800000000001,26.424,222.37199999999999,1084.2720000000002,74.82000000000001,13.116,25.521945966153407,5.316565243598167
150,S2,test_based_TTI_test_contacts,12,1.7133932762803121,3.8890865954922895,172.82399999999998,28.548000000000002,228.56400000000002,1102.5600000000002,78.684,10.86,27.816097252603104,5.3425299816935965
151,S2,test_based_TTI_test_contacts,12,1.6941462722546299,4.062462098241358,180.588,30.263999999999996,233.892,1124.712,80.388,12.491999999999999,28.54839986342792,5.823833701197458
152,S2,test_based_TTI_test_contacts,14,1.614080343005353,3.8179640718562875,182.28,28.944,235.152,1149.336,76.512,11.315999999999999,27.450070644869985,5.399759281302714
153,S2,test_based_TTI_test_contacts,14,1.605876036379333,3.821242019733024,181.536,29.472,235.5,1137.648,79.008,13.284,26.703163676500548,5.817743395320301
154,S2,test_based_TTI_test_contacts,16,1.9124234567152005,4.152667075413857,175.044,28.439999999999998,229.62,1092.84,81.276,11.124,26.571151321886006,6.150896783284016
155,S2,test_based_TTI_test_contacts,16,1.8162402759588339,4.120821114369502,178.632,25.212,230.532,1130.904,84.312,12.707999999999998,28.54814944307285,5.895574510809354
156,S2,test_based_TTI_test_contacts,18,1.7620458601960407,3.828978622327791,177.036,27.348,230.496,1138.608,77.376,10.224,25.51953843031539,6.025038826842993
157,S2,test_based_TTI_test_contacts,18,1.8315895530598885,4.030391583869083,193.176,31.944,243.25199999999998,1160.184,82.752,9.948,29.314550174761955,5.883253121812395
158,S2,test_based_TTI_test_contacts,20,1.7097574349413178,3.986026731470231,179.196,27.144000000000002,233.076,1127.28,78.732,11.604,27.60670778854325,5.750163356495818
159,S2,test_based_TTI_test_contacts,20,1.8308805789499334,3.988228369629194,180.816,25.68,234.79199999999997,1138.944,81.312,10.296,28.225451620647515,5.462555135721206
160,S3,no_TTI,2,1.3009280396919896,4.032947976878613,0.0,0.0,0.0,791.1360000000001,83.724,40.476,16.240733895994293,-1.0658141036401503e-17
161,S3,no_TTI,2,1.1363441591893355,3.8169350029815146,0.0,0.0,0.0,823.968,76.812,36.096000000000004,17.84821014047381,4.39648317751562e-17
162,S3,no_TTI,4,1.3937726748991635,3.824052132701422,0.0,0.0,0.0,821.1360000000001,77.46,29.364,19.863740697242555,2.6645352591003758e-18
163,S3,no_TTI,4,1.4345769910624337,3.8625386996904023,0.0,0.0,0.0,819.36,74.85600000000001,28.692,18.361897913210036,-1.865174681370263e-17
164,S3,no_TTI,6,1.5326943483969344,3.8991696322657177,0.0,0.0,0.0,852.144,78.888,25.656,22.222527943233224,-2.7977620220553945e-17
165,S3,no_TTI,6,1.5480366326375292,3.8711006474396705,0.0,0.0,0.0,817.8000000000001,78.92399999999999,26.64,20.72262913378603,1.5987211554602253e-17
166,S3,no_TTI,8,1.5639443295908009,3.774058577405858,0.0,0.0,0.0,806.6400000000001,75.768,23.856,20.51425363913506,-9.325873406851316e-18
167,S3,no_TTI,8,1.5001974322839495,3.828191167574108,0.0,0.0,0.0,811.7280000000001,75.936,23.784,22.394083733215563,6.661338147750939e-18
168,S3,no_TTI,10,1.5965835443513248,3.8539458186101294,0.0,0.0,0.0,869.376,78.52799999999999,24.240000000000002,21.756013700297384,-6.661338147750939e-18
169,S3,no_TTI,10,1.5171713107486606,3.662023016353725,0.0,0.0,0.0,812.0400000000001,72.552,19.68,22.81380199144752,-1.199040866595169e-17
170,S3,no_TTI,12,1.5824098943548008,3.718458669981355,0.0,0.0,0.0,808.728,71.796,20.292,20.950829759797497,1.865174681370263e-17
171,S3,no_TTI,12,1.5912608916842101,4.000587889476779,0.0,0.0,0.0,868.4159999999999,81.66,22.512,26.667182678941895,-1.3322676295501878e-17
172,S3,no_TTI,14,1.7632057417154583,3.908245505269684,0.0,0.0,0.0,809.448,75.648,20.712,20.807389663355565,4.796163466380676e-17
173,S3,no_TTI,14,1.709591842118628,4.035824583075973,0.0,0.0,0.0,818.112,78.408,20.7,24.49404969131929,-6.661338147750939e-18
174,S3,no_TTI,16,1.8007538940379688,4.006497341996456,0.0,0.0,0.0,812.064,81.396,22.128,22.68388388872462,-3.9968028886505634e-17
175,S3,no_TTI,16,1.5229938706225674,3.5838323353293413,0.0,0.0,0.0,810.048,71.82000000000001,19.883999999999997,21.415202832723736,9.325873406851316e-18
176,S3,no_TTI,18,1.6470819501989131,3.5942891136228434,0.0,0.0,0.0,817.032,72.50399999999999,19.644000000000002,19.63506290058752,2.6645352591003758e-18
177,S3,no_TTI,18,1.7836388426293492,3.9038461538461537,0.0,0.0,0.0,810.24,75.51599999999999,19.427999999999997,21.585290228177858,-2.6645352591003758e-18
178,S3,no_TTI,20,1.6708921705569413,3.767288033674083,0.0,0.0,0.0,791.52,75.17999999999999,20.316000000000003,21.519675844365672,5.195843755245732e-17
179,S3,no_TTI,20,1.5826353679859801,3.4862973760932943,0.0,0.0,0.0,831.864,71.748,18.048000000000002,21.129364126848515,1.9984014443252817e-17
180,S3,symptom_based_TTI,2,0.9906729831181554,3.888888888888889,976.38,150.72,89.78399999999999,3507.0240000000003,76.02,33.036,19.15980007453973,4.458524451466566
181,S3,symptom_based_TTI,2,1.0531307485726575,3.979399646851089,953.364,127.87200000000001,89.12400000000001,3491.856,81.132,35.748,19.166632470432607,4.746137827668056
182,S3,symptom_based_TTI,4,1.151235794017851,3.8252007411982705,1140.096,162.92399999999998,90.05999999999999,3799.704,74.316,29.304,18.06185283396976,4.583938159851437
183,S3,symptom_based_TTI,4,1.133365651599223,3.9709302325581395,1144.98,165.204,90.408,4026.0239999999994,81.96000000000001,31.392,21.90243586095054,5.272897090041512
184,S3,symptom_based_TTI,6,1.0836142545417533,3.850280723643169,1235.7839999999999,188.11200000000002,90.58800000000001,4165.008,74.064,26.592,21.439672845214105,5.1879233544207315
185,S3,symptom_based_TTI,6,1.2132726870883415,3.9611244019138754,1224.696,170.04,89.952,4201.0560000000005,79.476,27.648,21.445855757661448,6.039041048598084
186,S3,symptom_based_TTI,8,1.3446906541987675,3.9709090909090907,1320.048,189.708,90.15599999999999,4488.552000000001,78.624,24.384,20.80219034648551,6.812934700378886
187,S3,symptom_based_TTI,8,1.2696489629976875,3.729281767955801,1320.9,194.856,89.928,4393.848,72.9,22.8,19.434565026543233,5.8463370447779806
188,S3,symptom_based_TTI,10,1.2655039488971207,3.7609447004608296,1316.064,203.028,90.036,4468.5599999999995,78.348,22.14,23.689618416194126,6.15540332038106
189,S3,symptom_based_TTI,10,1.2774073519116966,3.8748488512696495,1374.156,197.892,91.092,4557.408,76.908,23.508,22.206161464016915,5.839857415239753
190,S3,symptom_based_TTI,12,1.2348475253428879,3.8568102444703145,1338.744,186.516,89.628,4533.744,79.512,25.512,22.413537923813553,6.128845493717463
191,S3,symptom_based_TTI,12,1.3969136166175125,3.9667673716012084,1349.976,202.404,90.084,4383.4800000000005,78.78,24.348,20.99709455016265,5.692201023813558
192,S3,symptom_based_TTI,14,1.3716877196075976,3.9,1390.992,203.76,89.304,4650.984,79.092,22.848000000000003,22.451563136413522,5.97460990994441
193,S3,symptom_based_TTI,14,1.3672947483872497,3.9402985074626864,1429.8719999999998,217.60799999999998,89.88,4539.936,76.03200000000001,21.84,21.7861097820327,6.022570753086923
194,S3,symptom_based_TTI,16,1.3600484481636395,4.068181818181818,1449.564,198.504,89.448,4880.88,81.62400000000001,21.384,26.293339582283085,6.658648353761659
195,S3,symptom_based_TTI,16,1.2895910552288306,3.824162679425837,1373.3519999999999,198.98399999999998,89.172,4481.879999999999,76.728,22.68,22.15189823202036,6.021746835868387
196,S3,symptom_based_TTI,18,1.412229704370304,3.9324324324324325,1416.768,209.66400000000002,88.704,4573.392000000001,76.824,21.024,22.208860970856556,6.00181952456519
197,S3,symptom_based_TTI,18,1.2671112417899362,3.7255369928400954,1457.112,215.61599999999999,90.21600000000001,4736.2080000000005,74.928,21.672,22.038273423377866,5.733585281742945
198,S3,symptom_based_TTI,20,1.2947346613377833,3.82363747703613,1453.248,207.432,90.012,4763.016,74.928,19.788,22.987603625329267,6.7807759510955465
199,S3,symptom_based_TTI,20,1.3524511919966051,4.034117647058824,1465.536,211.584,90.036,5088.6,82.29599999999999,21.24,25.785169770209325,7.6808259130599135
200,S3,test_based_TTI,2,1.068767465911082,3.9023668639053253,106.74,13.104000000000001,89.78399999999999,2059.128,79.14,36.96,17.107415879775587,3.3979799115477
201,S3,test_based_TTI,2,1.088960465381412,3.896265560165975,113.06400000000001,16.632,89.736,2139.696,78.876,34.032000000000004,19.349431993719225,3.44965234509947
202,S3,test_based_TTI,4,1.1981579917758574,4.016324062877872,125.23200000000001,22.104,89.11200000000001,2263.152,79.716,30.815999999999995,21.059367718144195,4.059592461088609
203,S3,test_based_TTI,4,1.160160086524337,4.01920768307323,122.25599999999999,15.600000000000001,89.80799999999999,2222.352,80.352,33.18,20.28584373473368,3.692235815471811
204,S3,test_based_TTI,6,1.2117934662456455,3.8562168532704773,126.66000000000001,23.988,89.34,2279.328,78.52799999999999,29.112000000000002,20.543301011547346,4.195736841826357
205,S3,test_based_TTI,6,1.2121073209017261,3.6821152703505646,124.344,19.26,89.52,2231.5919999999996,74.364,25.908,19.99304387297864,3.983236674090143
206,S3,test_based_TTI,8,1.3513064383849607,3.983920841063698,143.148,18.744,90.048,2454.408,77.304,25.728,20.982552351134668,4.372697518443566
207,S3,test_based_TTI,8,1.1823860528879382,3.883062085593731,120.61200000000001,17.496000000000002,90.24,2212.8959999999997,77.304,28.788,21.06929724740242,3.907761211704538
208,S3,test_based_TTI,10,1.2897069746879157,3.761992619926199,134.724,21.252000000000002,89.592,2362.008,73.404,24.360000000000003,19.346724989528614,4.532512520360783
209,S3,test_based_TTI,10,1.2873778233941777,3.698573127229489,129.888,20.244,89.85600000000001,2309.976,74.652,23.412,21.230960988276934,4.024605024335008
210,S3,test_based_TTI,12,1.339541553674075,3.725835866261398,138.36,18.96,89.64,2428.2239999999997,73.548,20.040000000000003,22.660452550636126,4.404997179837667
211,S3,test_based_TTI,12,1.4306515426577955,3.877797943133696,128.736,20.363999999999997,89.544,2305.8,76.92,21.72,22.423233886767104,4.398362113072845
212,S3,test_based_TTI,14,1.394926168747738,3.843137254901961,161.172,23.064,88.848,2644.6079999999997,79.968,21.492,24.039419220640365,5.410957060056708
213,S3,test_based_TTI,14,1.363495991376954,3.648079306071871,121.29599999999999,17.279999999999998,89.64,2182.536,70.656,20.544,19.645034951389757,4.058774687621408
214,S3,test_based_TTI,16,1.427316421593384,3.8482418260333127,143.76,20.892,89.304,2442.528,74.85600000000001,20.748,21.575052057573828,4.768788909591657
215,S3,test_based_TTI,16,1.3883238340283386,3.7944572748267897,172.05599999999998,24.528,89.47200000000001,2817.816,78.864,20.052,24.488837099422433,5.46824033413255
216,S3,test_based_TTI,18,1.3551610908917422,3.7143719806763285,148.64399999999998,20.712,89.256,2505.24,73.812,20.183999999999997,22.157360614837245,4.540878186962057
217,S3,test_based_TTI,18,1.3825522490540705,3.719319562575942,138.468,20.916,90.276,2418.5519999999997,73.464,19.572,22.58379079993896,4.00003717674505
218,S3,test_based_TTI,20,1.3936842581136908,3.8484658735128368,140.136,17.628,89.32799999999999,2402.112,73.75200000000001,21.276000000000003,21.559938980532767,4.207495896976496
219,S3,test_based_TTI,20,1.469300824566645,3.744242424242424,143.688,18.276,89.48400000000001,2454.672,74.136,19.668,21.117360761097153,4.258482912483258
220,S3,test_based_TTI_test_contacts,2,1.0396015989222613,3.9284876905041033,103.32,17.855999999999998,170.71200000000002,1009.68,80.424,38.123999999999995,17.53263404108003,3.4846420257834603
221,S3,test_based_TTI_test_contacts,2,1.0613045229699831,3.853412462908012,96.372,14.171999999999999,166.596,985.56,77.916,36.264,17.27674565224494,2.915676893302024
222,S3,test_based_TTI_test_contacts,4,1.2212348607355747,3.879081015719468,110.82,15.48,176.05200000000002,984.24,76.99199999999999,30.576000000000004,18.34847827453587,3.828452209584464
223,S3,test_based_TTI_test_contacts,4,1.2453361114353205,3.9939831528279184,140.70000000000002,22.488,200.92800000000003,1059.9119999999998,79.65599999999999,31.02,19.710558757170947,4.088457836363047
224,S3,test_based_TTI_test_contacts,6,1.335924120295514,3.940636474908201,120.492,17.508,184.188,983.1120000000001,77.268,27.876,19.48787503609489,3.709324813150647
225,S3,test_based_TTI_test_contacts,6,1.3178454448676924,3.865348980852378,113.568,17.016000000000002,178.716,1014.0240000000001,75.096,28.404,17.608403804921224,3.4804948921892693
226,S3,test_based_TTI_test_contacts,8,1.3449206568031404,3.9709302325581395,158.28,29.664,215.844,1093.008,81.96000000000001,25.512,23.70225981567188,4.9865778279113275
227,S3,test_based_TTI_test_contacts,8,1.3599471964505048,3.933333333333333,163.476,22.608,219.28799999999998,1080.6000000000001,79.296,25.452,21.77408965791753,4.653374861640318
228,S3,test_based_TTI_test_contacts,10,1.225786718744553,3.7892878163625663,146.82,20.856,204.876,1074.384,77.256,24.204,23.081331554290923,4.979328823945157
229,S3,test_based_TTI_test_contacts,10,1.4052579937771132,3.97488038277512,149.57999999999998,22.104,208.68,1086.384,79.752,23.796,23.29286872383004,4.468034889025945
230,S3,test_based_TTI_test_contacts,12,1.3148471364320178,3.7258548290341933,151.03199999999998,19.968,207.804,1069.3439999999998,74.532,21.756,22.094086917101524,4.379710965712381
231,S3,test_based_TTI_test_contacts,12,1.3561373542266948,3.8146577831617203,149.70000000000002,20.928,209.112,1061.712,75.57600000000001,22.451999999999998,21.357925789606213,4.898280948454524
232,S3,test_based_TTI_test_contacts,14,1.4851321404884676,3.7712456344586727,147.144,19.644000000000002,205.632,1047.384,77.748,20.220000000000002,22.230604009935053,4.679911781754667
233,S3,test_based_TTI_test_contacts,14,1.347883233063999,3.8109719737626713,144.612,19.008000000000003,204.168,1060.632,76.69200000000001,22.896,22.250265995434482,4.420931822385609
234,S3,test_based_TTI_test_contacts,16,1.3480821798015516,3.868026394721056,162.42,21.096,217.09199999999998,1084.032,77.376,23.868,21.34616168928029,5.194802385969502
235,S3,test_based_TTI_test_contacts,16,1.375911187173427,3.921245421245421,165.528,20.736,219.54,1122.288,77.076,21.168,23.616480367107155,5.246609337811973
236,S3,test_based_TTI_test_contacts,18,1.3482984164961531,3.7303506650544134,148.596,20.400000000000002,205.92,1052.8799999999999,74.03999999999999,20.532,22.07245323448634,4.674519794898038
237,S3,test_based_TTI_test_contacts,18,1.4471506350769756,3.8990595611285266,144.636,21.492,203.66400000000002,1059.048,74.628,18.756,23.418559086306534,4.754977758320162
238,S3,test_based_TTI_test_contacts,20,1.3435594264680746,3.8648491879350346,152.04,21.216,209.55599999999998,1073.928,79.956,21.804,25.584961140064134,4.771481445164355
239,S3,test_based_TTI_test_contacts,20,1.4001586351117596,3.7278669043374926,174.99599999999998,22.092000000000002,227.976,1116.192,75.288,18.168,23.487002320198247,5.355393885084655
240,S4,no_TTI,2,1.0275315311566138,3.7995296884185774,0.0,0.0,0.0,838.344,77.556,41.004,15.5780263860312,-1.199040866595169e-17
241,S4,no_TTI,2,1.055121279797898,3.8096969696969696,0.0,0.0,0.0,833.832,75.432,40.260000000000005,14.280598660001623,3.064215547965432e-17
242,S4,no_TTI,4,1.1349974420478721,3.641358024691358,0.0,0.0,0.0,791.784,70.788,34.379999999999995,14.343649726589364,6.661338147750939e-18
243,S4,no_TTI,4,1.1446438748067929,3.9691943127962084,0.0,0.0,0.0,804.792,80.4,40.416,16.79809367191361,1.3322676295501878e-17
244,S4,no_TTI,6,1.2444606345603608,4.005991611743559,0.0,0.0,0.0,819.6239999999999,80.232,37.704,17.603942411025095,-3.996802888650563e-18
245,S4,no_TTI,6,1.2177764314747441,3.8158058494088363,0.0,0.0,0.0,820.3919999999999,73.584,33.540000000000006,16.560399295441037,-3.1974423109204506e-17
246,S4,no_TTI,8,1.3426819607042952,3.934131736526946,0.0,0.0,0.0,806.016,78.84,34.176,17.756653507485925,-1.3322676295501879e-18
247,S4,no_TTI,8,1.3149611511267827,3.8362223550508068,0.0,0.0,0.0,812.16,77.016,33.779999999999994,16.836839929978694,3.064215547965432e-17
248,S4,no_TTI,10,1.402159234812559,3.826596367896895,0.0,0.0,0.0,813.0,78.384,32.088,17.57417023409954,-1.865174681370263e-17
249,S4,no_TTI,10,1.2686363671779315,3.9447852760736195,0.0,0.0,0.0,830.664,77.16,32.867999999999995,19.47747265799966,6.661338147750939e-18
250,S4,no_TTI,12,1.4547744156228957,4.044964028776978,0.0,0.0,0.0,823.6080000000001,80.964,32.388,19.457235296892115,-3.064215547965432e-17
251,S4,no_TTI,12,1.452737593378449,4.048377219840784,0.0,0.0,0.0,816.144,79.33200000000001,32.267999999999994,18.5961541201559,4.929390229335695e-17
252,S4,no_TTI,14,1.4152589170315095,3.8184004810583283,0.0,0.0,0.0,811.2959999999999,76.2,29.424,18.53309305171919,4.130029651605582e-17
253,S4,no_TTI,14,1.3516959512880116,3.8214285714285716,0.0,0.0,0.0,833.016,78.324,31.02,19.59963978240089,5.3290705182007515e-18
254,S4,no_TTI,16,1.4230479757601624,3.8392752776154295,0.0,0.0,0.0,821.6400000000001,78.828,30.408,19.20197896169233,-1.3322676295501878e-17
255,S4,no_TTI,16,1.4632618910799813,4.0142602495543676,0.0,0.0,0.0,813.8159999999999,81.072,32.04,19.47996284774869,3.1974423109204506e-17
256,S4,no_TTI,18,1.3422045362146426,3.9244363193174894,0.0,0.0,0.0,800.0160000000001,77.28,29.772,21.077308272861256,2.2648549702353192e-17
257,S4,no_TTI,18,1.43781249448038,3.962032384142937,0.0,0.0,0.0,824.088,85.152,31.428000000000004,22.822533868627662,1.7319479184152442e-17
258,S4,no_TTI,20,1.391982143518073,3.9457687723480332,0.0,0.0,0.0,817.968,79.452,29.04,22.383047558120083,2.7977620220553945e-17
259,S4,no_TTI,20,1.3410824666567172,3.847107438016529,0.0,0.0,0.0,819.264,78.204,31.715999999999998,19.22647561780226,2.6645352591003756e-17
260,S4,symptom_based_TTI,2,0.8928613880257426,3.9144451332920025,766.488,113.74799999999999,89.148,2743.2960000000003,75.768,42.984,12.69248672028088,2.8092882530928556
261,S4,symptom_based_TTI,2,0.8651954259833934,3.823803967327888,734.7479999999999,111.312,89.208,2920.344,78.648,42.888,14.17273934427262,3.7919211341009524
262,S4,symptom_based_TTI,4,0.8798140178240369,3.6514714368147723,943.74,125.328,89.268,3285.768,75.936,37.812,16.350105453725437,3.477282231605896
263,S4,symptom_based_TTI,4,0.9360355934100353,3.72086072922893,954.96,136.944,89.868,3394.584,74.7,36.42,15.486429691906846,4.001719734793289
264,S4,symptom_based_TTI,6,0.9898257092384654,3.886144578313253,1112.196,155.448,89.78399999999999,3793.008,77.412,33.647999999999996,19.16345636995243,4.883215502017334
265,S4,symptom_based_TTI,6,1.0518822313878717,3.7891156462585034,1058.2800000000002,142.5,88.60799999999999,3488.448,73.524,32.867999999999995,16.442958728682527,3.8023184534672088
266,S4,symptom_based_TTI,8,1.0872619313561849,3.889216263995286,1148.268,161.892,90.15599999999999,3828.984,79.2,35.328,16.657611723840503,5.073386306022163
267,S4,symptom_based_TTI,8,1.0971235040769147,3.973918197984588,1117.044,142.296,88.932,3802.872,80.448,35.376,17.914892360255273,4.946939423211679
268,S4,symptom_based_TTI,10,1.054937345456747,3.7008816120906802,1173.84,146.88,89.304,3834.4320000000002,70.524,27.924,17.888970931491997,4.608143013484242
